x,y
0.0,3.1131790901085807
0.010101010101010102,3.7745122797822095
0.020202020202020204,4.045561680133385
0.030303030303030304,3.2079711844867935
0.04040404040404041,3.3366378046171006
0.05050505050505051,3.424624479500065
0.06060606060606061,3.9884641676222543
0.07070707070707072,3.584073079886114
0.08080808080808081,2.0603422506460483
0.09090909090909091,3.322977022279142
0.10101010101010102,1.3627447317734582
0.11111111111111112,1.7211685382352069
0.12121212121212122,1.6990767010901988
0.13131313131313133,-0.5417440568365834
0.14141414141414144,-0.48278465015795313
0.15151515151515152,-0.35073744406205554
0.16161616161616163,-0.19593291020649184
0.17171717171717174,-0.7987039314277107
0.18181818181818182,-0.4243107876582134
0.19191919191919193,-2.41635230675392
0.20202020202020204,-3.103957905611053
0.21212121212121213,-2.5051365331994226
0.22222222222222224,-1.5598426597722792
0.23232323232323235,-1.470175149103997
0.24242424242424243,-2.3473501382874042
0.25252525252525254,-2.359079604579126
0.26262626262626265,-2.251550474371251
0.27272727272727276,-2.825260862395525
0.2828282828282829,-2.679064413305349
0.29292929292929293,-2.331722427171765
0.30303030303030304,-3.147250016378546
0.31313131313131315,-3.4497948455491807
0.32323232323232326,-0.7067633358532899
0.33333333333333337,-0.9930649652124074
0.3434343434343435,-1.1669001631862967
0.3535353535353536,-0.8482149423927496
0.36363636363636365,-0.022295577980113945
0.37373737373737376,-1.0584323933838147
0.38383838383838387,-0.6716913524663621
0.393939393939394,0.21480077830029448
0.4040404040404041,-0.49110382202280434
0.4141414141414142,1.398403206333709
0.42424242424242425,1.0591637145492596
0.43434343434343436,0.44068403111984544
0.4444444444444445,1.2983356527806533
0.4545454545454546,1.058359662563512
0.4646464646464647,1.3007586345358808
0.4747474747474748,1.5965970976957362
0.48484848484848486,2.170269093488382
0.494949494949495,2.13007761402003
0.5050505050505051,1.0214212464934025
0.5151515151515152,2.0090145982661998
0.5252525252525253,1.0748517906311326
0.5353535353535354,-0.16192620314720618
0.5454545454545455,1.1826635874212674
0.5555555555555556,-0.5580341970229029
0.5656565656565657,0.09231344198123315
0.5757575757575758,0.9204490359523796
0.5858585858585859,0.8466195935663364
0.595959595959596,-0.42079336019789415
0.6060606060606061,-0.6692789398711657
0.6161616161616162,-0.5189013532544952
0.6262626262626263,-1.8416980034766288
0.6363636363636365,1.1104832439161976
0.6464646464646465,-0.9691053564220997
0.6565656565656566,0.7781260163257231
0.6666666666666667,-0.279432987709735
0.6767676767676768,0.8421769876931653
0.686868686868687,1.4854933763004456
0.696969696969697,0.7269079988561188
0.7070707070707072,1.9520041912835222
0.7171717171717172,-0.11850394899684558
0.7272727272727273,1.0334345224801602
0.7373737373737375,-0.07812036856623028
0.7474747474747475,-0.2625460910894626
0.7575757575757577,0.3591625985270386
0.7676767676767677,0.07853996727287516
0.7777777777777778,0.1885353076637457
0.787878787878788,1.1904808927094188
0.797979797979798,0.492437182246103
0.8080808080808082,0.5358293841331235
0.8181818181818182,0.740186036143925
0.8282828282828284,0.39369624902302625
0.8383838383838385,2.486510965262241
0.8484848484848485,2.1718891520919166
0.8585858585858587,2.322123867513942
0.8686868686868687,0.7500388169614677
0.8787878787878789,1.115061588021855
0.888888888888889,1.394371285287387
0.8989898989898991,1.5531034050920842
0.9090909090909092,1.266079747541039
0.9191919191919192,1.27378517612117
0.9292929292929294,2.400251589660999
0.9393939393939394,1.8638231216798073
0.9494949494949496,2.0362409899482925
0.9595959595959597,1.9517927432721622
0.9696969696969697,0.2247692155167762
0.9797979797979799,-0.38721986900729943
0.98989898989899,1.3040324773876695
1.0,0.174600283257795
